,IS,DEM,WD,WR,EWA,WC,EWS,NI,IS_t-1,NI_t-1,DEM_t-1,WC_t-1,WR_t-1
4,10.237572528265956,0.5118786264132978,102.37572528265956,9963.443652355814,1,102.37572528265956,0.9756618367470108,1.198609058011044,10.194831068313663,1.1936049126523678,0.5097415534156832,101.94831068313663,9969.815422
5,10.280493180240814,0.5140246590120408,102.80493180240813,9957.045169525649,1,102.80493180240813,0.9756618367470108,1.2036341830678643,10.237572528265956,1.198609058011044,0.5118786264132978,102.37572528265956,9963.443652355814
6,10.323593775494302,0.5161796887747151,103.23593775494302,9950.619861287998,1,103.23593775494302,0.9756618367470108,1.2086803757794533,10.280493180240814,1.2036341830678643,0.5140246590120408,102.80493180240813,9957.045169525649
7,10.366875068432098,0.5183437534216049,103.66875068432097,9944.167615178314,1,103.66875068432097,0.9756618367470108,1.2137477244711903,10.323593775494302,1.2086803757794533,0.5161796887747151,103.23593775494302,9950.619861287998
8,10.410337816622697,0.5205168908311348,104.10337816622697,9937.688318260543,1,104.10337816622697,0.9756618367470108,1.2188363178387558,10.366875068432098,1.2137477244711903,0.5183437534216049,103.66875068432097,9944.167615178314
9,10.453982780810673,0.5226991390405337,104.53982780810674,9931.181857125153,1,104.53982780810674,0.9756618367470108,1.2239462449496838,10.410337816622697,1.2188363178387558,0.5205168908311348,104.10337816622697,9937.688318260543
10,10.497810724929995,0.5248905362464997,104.97810724929994,9924.648117887147,1,104.97810724929994,0.9756618367470108,1.229077595,10.453982780810673,1.2239462449496838,0.5226991390405337,104.53982780810674,9931.181857125153
0,9.981218292851404,0.4990609146425702,99.81218292851403,9987.473797265626,1,99.81218292851403,0.9756618367470108,1.1685952527091517,10.04192438,1.1757026856224495,2.147,100.4192438,9993.75
1,10.023064188980564,0.5011532094490282,100.23064188980564,9981.235535832593,1,100.23064188980564,0.9756618367470108,1.1734945459744759,9.981218292851404,1.1685952527091517,0.4990609146425702,99.81218292851403,9987.473797265626
2,10.065085522513405,0.5032542761256703,100.65085522513405,9974.971120714481,1,100.65085522513405,0.9756618367470108,1.1784143793493411,10.023064188980564,1.1734945459744759,0.5011532094490282,100.23064188980564,9981.235535832593
3,10.107283028964885,0.5053641514482442,101.07283028964885,9968.680442,1,101.07283028964885,0.9756618367470108,1.1833548389474122,10.065085522513405,1.1784143793493411,0.5032542761256703,100.65085522513405,9974.971120714481
4,10.149657446933583,0.5074828723466792,101.49657446933583,9962.363390369806,1,101.49657446933583,0.9756618367470108,1.1883160112433835,10.107283028964885,1.1833548389474122,0.5053641514482442,101.07283028964885,9968.680442
5,10.192209518114627,0.5096104759057314,101.92209518114626,9956.019854465472,1,101.92209518114626,0.9756618367470108,1.1932979830744899,10.149657446933583,1.1883160112433835,0.5074828723466792,101.49657446933583,9962.363390369806
6,10.234939987312675,0.5117469993656337,102.34939987312674,9949.649724,1,102.34939987312674,0.9756618367470108,1.1983008416420295,10.192209518114627,1.1932979830744899,0.5096104759057314,101.92209518114626,9956.019854465472
7,10.27784960245495,0.5138924801227475,102.7784960245495,9943.252886,1,102.7784960245495,0.9756618367470108,1.2033246745128876,10.234939987312675,1.1983008416420295,0.5117469993656337,102.34939987312674,9949.649724
8,10.320939114604334,0.5160469557302167,103.20939114604334,9936.829230023046,1,103.20939114604334,0.9756618367470108,1.208369569621072,10.27784960245495,1.2033246745128876,0.5138924801227475,102.7784960245495,9943.252886
9,10.364209277972513,0.5182104638986257,103.64209277972513,9930.378643076418,1,103.64209277972513,0.9756618367470108,1.2134356152692487,10.320939114604334,1.208369569621072,0.5160469557302167,103.20939114604334,9936.829230023046
10,10.407660849933178,0.5203830424966589,104.07660849933178,9923.901012277685,1,104.07660849933178,0.9756618367470108,1.2185229001302913,10.364209277972513,1.2134356152692487,0.5182104638986257,103.64209277972513,9930.378643076418
0,10.165543361328126,0.5082771680664063,101.65543361328126,1899.742438,0.999942222,101.64956020961328,0.9756522529618197,1.1901642339673026,10.04192438,2.48,0.5020962187500001,309.433,1919.082
1,10.208161302946932,0.5104080651473466,102.08161302946932,1893.3893399868991,0.9999362767069683,102.0751080529291,0.9756512665128702,1.1951526604785414,10.165543361328126,1.1901642339673026,0.5082771680664063,101.64956020961328,1899.742438
